Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename,Names,Hits
558,14 December 1780,1780-01-14,STORCHEN,2,Hr. Thomas Kellert von Genff. 43 Schwaben 4 Landl. 2 Handw.,558,0240.txt,Hr. Thomas Kellert von Genff,. Thomas Kellert  (https://de.wikipedia.org/wiki/Thomas_Keller_(Koch) https://de.wikipedia.org/wiki/Thomas_Kellermann https://de.wikipedia.org/wiki/Thomas_Keller_(Fu%C3%9Fballspieler) https://de.wikipedia.org/wiki/Thomas_Keller_(Wirtschaftsinformatiker) https://de.wikipedia.org/wiki/Thomas_Keller_(Maler) https://de.wikipedia.org/wiki/Thomas_Keller_(Germanist) https://de.wikipedia.org/wiki/Thomas_Keller_(Politiker) https://de.wikipedia.org/wiki/Thomas_Keller_(Ruderer) https://de.wikipedia.org/wiki/Thomas-Keller-Medaille https://de.wikipedia.org/wiki/Thomas_Keller)
559,14 December 1780,1780-01-14,ADLER,3,Fr. Spengelerin von Schaffhausen. 1 Handw. 11 Landl. 21 Schwaben.,559,0240.txt,Fr. Spengelerin von Schaffhausen,
560,14 December 1780,1780-01-14,RAABEN,5,Mr. Christoff Casse di Bergamo f. 4. Aebi. Hr. Becker von Glarus Schismann Diethelm von Lachen f. 6.,560,0240.txt,"Mr. Christoff Casse di Bergamo, Aebi, Hr. Becker von Glarus Schismann Diethelm von Lachen","Aebi (https://de.wikipedia.org/wiki/Aebi https://de.wikipedia.org/wiki/Aebi_Schmidt https://de.wikipedia.org/wiki/Aebi_%26_Vincent_Architekten https://de.wikipedia.org/wiki/Aebischer https://de.wikipedia.org/wiki/Aebi-M%C3%BCller https://de.wikipedia.org/wiki/Aebi_(Begriffskl%C3%A4rung) https://de.wikipedia.org/wiki/Aegis-Kampfsystem https://de.wikipedia.org/wiki/Aegidienberg https://de.wikipedia.org/wiki/Aesica https://de.wikipedia.org/wiki/Aegidienkirche_(L%C3%BCbeck)), . Becker  (https://de.wikipedia.org/wiki/Becker_(Familienname) https://de.wikipedia.org/wiki/Becker_(Fernsehserie) https://de.wikipedia.org/wiki/Becker_und_Maass https://de.wikipedia.org/wiki/Beckers_Bester https://de.wikipedia.org/wiki/Becker_%2B_Fl%C3%B6ge https://de.wikipedia.org/wiki/Becker_County https://de.wikipedia.org/wiki/Becker_Fabrics https://de.wikipedia.org/wiki/Becker-N%C3%A4vus https://de.wikipedia.org/wiki/Beckerturm https://de.wikipedia.org/wiki/Becker_Marine_Systems)"
561,14 December 1780,1780-01-14,LEUEN,8,Hr. Jacob Berner von Lenzburg f. 2. Alexander Häberli von Flurlingen f. 2. 4 Landl.,561,0240.txt,"Hr. Jacob Berner von Lenzburg, Alexander Häberli von Flurlingen",. Jacob Berner  (https://de.wikipedia.org/wiki/Jacob_Berger https://de.wikipedia.org/wiki/Jakob_Berneri)
562,14 December 1780,1780-01-14,ROESSLI,7,Mn. Morell de Savoye. 3 Landl. Anton Reichmann von Cappel. 3 Brisgäuer Tuchhändler. SCHWANEN Hr. Felix Schmidhauser von Haubtweil. Werner von Ebingen f. 3. 5 Landl.,562,0240.txt,"Mn. Morell de Savoye, Anton Reichmann von Cappel, SCHWANEN Hr, Felix Schmidhauser von Haubtweil, Werner von Ebingen","SCHWANEN Hr (https://de.wikipedia.org/wiki/Schwanenorden https://de.wikipedia.org/wiki/Der_Schwanenprinz_%E2%80%93_Lebe_deinen_Traum https://de.wikipedia.org/wiki/Die_Schwanenprinzessin https://de.wikipedia.org/wiki/Schwanenrittersage https://de.wikipedia.org/wiki/Schwanenhals_(Halterung) https://de.wikipedia.org/wiki/Schwanenbrunnen_(Zwickau) https://de.wikipedia.org/wiki/Schwanenhalsdeformit%C3%A4t https://de.wikipedia.org/wiki/Das_Schwanenhaus https://de.wikipedia.org/wiki/Schwaanhavel https://de.wikipedia.org/wiki/Schwanenhals-Sternmoos), SCHWANEN  (https://de.wikipedia.org/wiki/Schwanensee https://de.wikipedia.org/wiki/Schwanenstadt https://de.wikipedia.org/wiki/Schwanenberg https://de.wikipedia.org/wiki/Schwanenblume https://de.wikipedia.org/wiki/Schwanenwerder https://de.wikipedia.org/wiki/Schwanenpelz_der_Marlene_Dietrich https://de.wikipedia.org/wiki/Schwanenburg https://de.wikipedia.org/wiki/Schwanengesang_(Film) https://de.wikipedia.org/wiki/Schwanengans https://de.wikipedia.org/wiki/Schwanenkirche_(Roes)), Werner  (https://de.wikipedia.org/wiki/Werner https://de.wikipedia.org/wiki/Werner_Heisenberg https://de.wikipedia.org/wiki/Werner_Herzog https://de.wikipedia.org/wiki/Werner_Best https://de.wikipedia.org/wiki/Werner_Pinzner https://de.wikipedia.org/wiki/Werner_von_Siemens https://de.wikipedia.org/wiki/Werner_B%C3%B6hm https://de.wikipedia.org/wiki/Werner_Lorant https://de.wikipedia.org/wiki/Werner_For%C3%9Fmann https://de.wikipedia.org/wiki/Werner_M%C3%B6lders)"
563,15 December 1780,1780-01-15,SCHWERDT,1,Hr. Haubtmann Bühl. Conrad Schmid von Stein. Roschet. Hr. Merian von Basel. Piccard de Chalon. Hügenin Aelter von Müllhausen f. 2. Mathieu de Marseille. Guillebert. Mr. Meuron de Neuchatel. Rudolph von Zurzach.,563,0242.txt,"Hr. Haubtmann Bühl, Conrad Schmid von Stein, Roschet, Hr. Merian von Basel, Piccard de Chalon, Hügenin Aelter von Müllhausen, Mathieu de Marseille, Guillebert, Mr. Meuron de Neuchatel, Rudolph von Zurzach","Conrad Schmid  (https://de.wikipedia.org/wiki/Conrad_Schmidt https://de.wikipedia.org/wiki/Conrad_Schmeidler), Roschet (https://de.wikipedia.org/wiki/Roschet https://de.wikipedia.org/wiki/Roscheid https://de.wikipedia.org/wiki/Rosche https://de.wikipedia.org/wiki/Roschtschino_(Kaliningrad,_Gwardeisk) https://de.wikipedia.org/wiki/Roschtschino_(Kaliningrad,_Prawdinsk) https://de.wikipedia.org/wiki/Roschtschino_(Kaliningrad,_Selenogradsk) https://de.wikipedia.org/wiki/Roscheria_melanochaetes https://de.wikipedia.org/wiki/Rosch%C3%BCtz https://de.wikipedia.org/wiki/Roschtschino_(Leningrad) https://de.wikipedia.org/wiki/Roschtschino_(Kaliningrad,_Gurjewsk)), . Merian  (https://de.wikipedia.org/wiki/Merian_(Familie) https://de.wikipedia.org/wiki/Merians_Stuttgart-Ansichten https://de.wikipedia.org/wiki/Merian_(Reisemagazin) https://de.wikipedia.org/wiki/Merianstra%C3%9Fe_(Frankfurt_am_Main) https://de.wikipedia.org/wiki/Merian_C._Cooper https://de.wikipedia.org/wiki/Merian_G%C3%A4rten https://de.wikipedia.org/wiki/Merian_(Name) https://de.wikipedia.org/wiki/Meriankanzel https://de.wikipedia.org/wiki/Merianbad https://de.wikipedia.org/wiki/Merian), Guillebert (https://de.wikipedia.org/wiki/Guillebert_de_Metz https://de.wikipedia.org/wiki/Guillebert_de_Lannoy https://de.wikipedia.org/wiki/Guillibert https://de.wikipedia.org/wiki/Guillabert), Rudolph  (https://de.wikipedia.org/wiki/Rudolph https://de.wikipedia.org/wiki/Rudolf_Virchow https://de.wikipedia.org/wiki/Rudolf_II._(HRR) https://de.wikipedia.org/wiki/Rudolph_Valentino https://de.wikipedia.org/wiki/Rudolph_Moshammer https://de.wikipedia.org/wiki/Rudolf_D%C3%BChrkoop https://de.wikipedia.org/wiki/Rudolph-Wilde-Park https://de.wikipedia.org/wiki/Rudolf-Christoph_von_Gersdorff https://de.wikipedia.org/wiki/Rudolf_von_Jhering https://de.wikipedia.org/wiki/Rudolph,_the_Red-Nosed_Reindeer)"
564,15 December 1780,1780-01-15,STORCHEN,2,Hr. Thomas Kellart von Genff. Adam Ehrismann von Ruth. 4 Schwaben.,564,0242.txt,"Hr. Thomas Kellart von Genff, Adam Ehrismann von Ruth",
565,15 December 1780,1780-01-15,ADLER,3,Hr. Jennj von Glarus. Franz Miller von Kirchheim f. 2.,565,0242.txt,"Hr. Jennj von Glarus, Franz Miller von Kirchheim",". Jennj  (https://de.wikipedia.org/wiki/Jennifer_Aniston https://de.wikipedia.org/wiki/Jennifer_Lopez https://de.wikipedia.org/wiki/Jennifer_Connelly https://de.wikipedia.org/wiki/Jenny_Marx https://de.wikipedia.org/wiki/Jennette_McCurdy https://de.wikipedia.org/wiki/Jennie_Kim https://de.wikipedia.org/wiki/Jenna_Jameson https://de.wikipedia.org/wiki/Jenny_Elvers https://de.wikipedia.org/wiki/Jenny_Erpenbeck https://de.wikipedia.org/wiki/Jennifer_Lawrence), anz Miller  (https://de.wikipedia.org/wiki/Ann_Miller)"
566,15 December 1780,1780-01-15,RAABEN,5,Mr. Christoff Caffe di Bergamo f. 4. Aeblj. Hr. Becker von Glarus Sulzer von Winterthur. Schnell von Stuttgardt. 4 Handw.,566,0242.txt,"Mr. Christoff Caffe di Bergamo, Aeblj, Hr. Becker von Glarus Sulzer von Winterthur, Schnell von Stuttgardt","Aeblj (https://de.wikipedia.org/wiki/%C3%86bleskiver https://de.wikipedia.org/wiki/Aebli https://de.wikipedia.org/wiki/Abljasin https://de.wikipedia.org/wiki/Abel_Jacob_Herzberg https://de.wikipedia.org/wiki/Abel_Jenukidse https://de.wikipedia.org/wiki/Abel_Jean_Baptiste_Pavet_de_Courteille https://de.wikipedia.org/wiki/Abeljanz https://de.wikipedia.org/wiki/Abel_Janszoon_Tasman), . Becker  (https://de.wikipedia.org/wiki/Becker_(Familienname) https://de.wikipedia.org/wiki/Becker_(Fernsehserie) https://de.wikipedia.org/wiki/Becker_und_Maass https://de.wikipedia.org/wiki/Beckers_Bester https://de.wikipedia.org/wiki/Becker_%2B_Fl%C3%B6ge https://de.wikipedia.org/wiki/Becker_County https://de.wikipedia.org/wiki/Becker_Fabrics https://de.wikipedia.org/wiki/Becker-N%C3%A4vus https://de.wikipedia.org/wiki/Beckerturm https://de.wikipedia.org/wiki/Becker_Marine_Systems), Schnell  (https://de.wikipedia.org/wiki/Schnell https://de.wikipedia.org/wiki/Schnellfahrstrecke https://de.wikipedia.org/wiki/Schnellfahrstrecke_Hannover%E2%80%93W%C3%BCrzburg https://de.wikipedia.org/wiki/Schnellfahrstrecke_Wendlingen%E2%80%93Ulm https://de.wikipedia.org/wiki/Schnellfahrstrecke_K%C3%B6ln%E2%80%93Rhein/Main https://de.wikipedia.org/wiki/Schnellfahrstrecke_N%C3%BCrnberg%E2%80%93Ingolstadt https://de.wikipedia.org/wiki/Schnellfahrstrecke_N%C3%BCrnberg%E2%80%93Erfurt https://de.wikipedia.org/wiki/Schnellfahrstrecke_Mannheim%E2%80%93Stuttgart https://de.wikipedia.org/wiki/Schnellfahrstrecke_K%C3%B6ln%E2%80%93Aachen https://de.wikipedia.org/wiki/Schnellzug)"
567,15 December 1780,1780-01-15,LEUEN,8,Hr. Jacob Berner von Lenzburg f. 2.,567,0242.txt,Hr. Jacob Berner von Lenzburg,. Jacob Berner  (https://de.wikipedia.org/wiki/Jacob_Berger https://de.wikipedia.org/wiki/Jakob_Berneri)
568,15 December 1780,1780-01-15,ROESSLI,7,Mr. Rivier. Mr. Demikelis de Turin. Hr. Berchtold aus Tyrol f. 2. SCHWANEN Hr. Werner von Ebingen f. 3. Däppeler von Tägerfelden f. 2.,568,0242.txt,"Mr. Rivier, Mr. Demikelis de Turin, Hr. Berchtold aus Tyrol, SCHWANEN Hr, Werner von Ebingen, Däppeler von Tägerfelden",". Rivier (https://de.wikipedia.org/wiki/Riviera_(Berlin) https://de.wikipedia.org/wiki/Rivier https://de.wikipedia.org/wiki/Riviera_(K%C3%BCstenabschnitt) https://de.wikipedia.org/wiki/Riviera_(Fernsehserie) https://de.wikipedia.org/wiki/Riviera_Maya https://de.wikipedia.org/wiki/Rivi%C3%A8re_aux_Feuilles https://de.wikipedia.org/wiki/Rivi%C3%A8re_Saguenay https://de.wikipedia.org/wiki/Rivi%C3%A8re_Romaine https://de.wikipedia.org/wiki/Rivi%C3%A8re_P%C3%A9ribonka https://de.wikipedia.org/wiki/Riviera_Las_Vegas), SCHWANEN Hr (https://de.wikipedia.org/wiki/Schwanenorden https://de.wikipedia.org/wiki/Der_Schwanenprinz_%E2%80%93_Lebe_deinen_Traum https://de.wikipedia.org/wiki/Die_Schwanenprinzessin https://de.wikipedia.org/wiki/Schwanenrittersage https://de.wikipedia.org/wiki/Schwanenhals_(Halterung) https://de.wikipedia.org/wiki/Schwanenbrunnen_(Zwickau) https://de.wikipedia.org/wiki/Schwanenhalsdeformit%C3%A4t https://de.wikipedia.org/wiki/Das_Schwanenhaus https://de.wikipedia.org/wiki/Schwaanhavel https://de.wikipedia.org/wiki/Schwanenhals-Sternmoos), SCHWANEN  (https://de.wikipedia.org/wiki/Schwanensee https://de.wikipedia.org/wiki/Schwanenstadt https://de.wikipedia.org/wiki/Schwanenberg https://de.wikipedia.org/wiki/Schwanenblume https://de.wikipedia.org/wiki/Schwanenwerder https://de.wikipedia.org/wiki/Schwanenpelz_der_Marlene_Dietrich https://de.wikipedia.org/wiki/Schwanenburg https://de.wikipedia.org/wiki/Schwanengesang_(Film) https://de.wikipedia.org/wiki/Schwanengans https://de.wikipedia.org/wiki/Schwanenkirche_(Roes)), Werner  (https://de.wikipedia.org/wiki/Werner https://de.wikipedia.org/wiki/Werner_Heisenberg https://de.wikipedia.org/wiki/Werner_Herzog https://de.wikipedia.org/wiki/Werner_Best https://de.wikipedia.org/wiki/Werner_Pinzner https://de.wikipedia.org/wiki/Werner_von_Siemens https://de.wikipedia.org/wiki/Werner_B%C3%B6hm https://de.wikipedia.org/wiki/Werner_Lorant https://de.wikipedia.org/wiki/Werner_For%C3%9Fmann https://de.wikipedia.org/wiki/Werner_M%C3%B6lders), Däppeler  (https://de.wikipedia.org/wiki/D%C3%BCppeler_M%C3%BChle https://de.wikipedia.org/wiki/D%C3%BCppeler_Schanzen-Marsch https://de.wikipedia.org/wiki/D%C3%BCppeler_Forst https://de.wikipedia.org/wiki/D%C3%BCppeler_Schanzen https://de.wikipedia.org/wiki/D%C3%BCppeler_Sturmkreuz https://de.wikipedia.org/wiki/Deppeler)"
569,17 December 1780,1780-01-17,SCHWERDT,1,Mr. Hanhardt de Geneve. Widal Confiseur de Grison. Mathieu de Marseille.,569,0244.txt,"Mr. Hanhardt de Geneve, Widal Confiseur de Grison, Mathieu de Marseille",
570,17 December 1780,1780-01-17,STORCHEN,2,Hr. Abraham Wehrly von Schaffhausen. 2 Basler. & 2 Flaweyler Fuhrleuth. 1 Handw. 3 Landl.,570,0244.txt,UNABLE TO PARSE,
571,17 December 1780,1780-01-17,ADLER,3,3 Landl. 2 Handw.,571,0244.txt,,
572,17 December 1780,1780-01-17,RAABEN,5,Mr. Christoff Casse di Bergamo f. 4. Heitz Hr. Trümpy von Glarus Melchior Herner von Aelen. Joh. Steiger von Oberglatt. LEUEN Ein Französischer Recroüt. 2 Landl. 2 Handw. ROESSLI Hr. Reheiff aus Tyrol 1 Strassburger & 1 Lucerner Fuhrmann. SCHWANEN Hr. Wepfer von Dieffenhoffen.,572,0244.txt,UNABLE TO PARSE,
573,18 December 1780,1780-01-18,SCHWERDT,1,Mr. Hanhardt de Geneve. Mourgain de Nancy.,573,0246.txt,"Mr. Hanhardt de Geneve, Mourgain de Nancy",
574,18 December 1780,1780-01-18,STORCHEN,2,Hr. Abraham Wehrli von Schaffisheim. Fürsprech Widmer von Sarnenstorff f. 3.,574,0246.txt,"Hr. Abraham Wehrli von Schaffisheim, Fürsprech Widmer von Sarnenstorff",
575,18 December 1780,1780-01-18,ADLER,3,2 Handw.,575,0246.txt,,
576,18 December 1780,1780-01-18,HIRSCHEN,4,Hr. Doctor Vogel von Bamberg f. 8. Jean Venissillier de Savoye f. 3. Hr. Jacob Ruthishauser von Göttingen. Leonhard Fornaro von Langenlee. Hr. Mich. Winckler v. Schlettlingen. f. 3. Hr. Michael Kern von Bamberg f. 3. Music. 2 Landl. 2 Handw.,576,0246.txt,"Hr. Doctor Vogel von Bamberg, Jean Venissillier de Savoye, Hr. Jacob Ruthishauser von Göttingen, Leonhard Fornaro von Langenlee, Hr. Mich, Winckler von Schlettlingen, Hr. Michael Kern von Bamberg, Music",". Doctor Vogel  (https://de.wikipedia.org/wiki/Doktorvogel), Hr. Mich (https://de.wikipedia.org/wiki/H._Michael_Shepard https://de.wikipedia.org/wiki/H._Richard_Niebuhr https://de.wikipedia.org/wiki/H._Richard_Crane https://de.wikipedia.org/wiki/Hl._Michael https://de.wikipedia.org/wiki/Hemichromis_elongatus https://de.wikipedia.org/wiki/Hamich https://de.wikipedia.org/wiki/Hemichromis https://de.wikipedia.org/wiki/Hamichlol https://de.wikipedia.org/wiki/Hemichromis_camerounensis https://de.wikipedia.org/wiki/Hrichou), . Mich (https://de.wikipedia.org/wiki/Michael_Schumacher https://de.wikipedia.org/wiki/Michael_Jackson https://de.wikipedia.org/wiki/Michael_Kretschmer https://de.wikipedia.org/wiki/Michael_Jordan https://de.wikipedia.org/wiki/Michelangelo https://de.wikipedia.org/wiki/Michel_Foucault https://de.wikipedia.org/wiki/Michigan https://de.wikipedia.org/wiki/Michelangelo_Merisi_da_Caravaggio https://de.wikipedia.org/wiki/Michail_Sergejewitsch_Gorbatschow https://de.wikipedia.org/wiki/Michael_St%C3%BCrzenberger), Winckler  (https://de.wikipedia.org/wiki/Winckler https://de.wikipedia.org/wiki/Wincklerbad https://de.wikipedia.org/wiki/Winckler-Denkmal https://de.wikipedia.org/wiki/Wincklers_Garten https://de.wikipedia.org/wiki/Winckler_Palast https://de.wikipedia.org/wiki/Winklern https://de.wikipedia.org/wiki/Winkler_(Familienname) https://de.wikipedia.org/wiki/Winkler%2BD%C3%BCnnebier https://de.wikipedia.org/wiki/Winkler_Unternehmensgruppe https://de.wikipedia.org/wiki/Winklern_bei_Oberw%C3%B6lz), . Michael Kern  (https://de.wikipedia.org/wiki/Michael_Kern_(Bildhauer) https://de.wikipedia.org/wiki/Michael_Kernbach https://de.wikipedia.org/wiki/Michael_Kernberger https://de.wikipedia.org/wiki/Michael_Kern https://de.wikipedia.org/wiki/Michael_of_Kent https://de.wikipedia.org/wiki/Michael_Kerkloh https://de.wikipedia.org/wiki/Michael_Kersting_(Musikproduzent) https://de.wikipedia.org/wiki/Michael_Kearney https://de.wikipedia.org/wiki/Michael_Bernhard_(Politiker) https://de.wikipedia.org/wiki/Michael_K%C3%B6rner_(Kommentator)), Music (https://de.wikipedia.org/wiki/Music https://de.wikipedia.org/wiki/Musical https://de.wikipedia.org/wiki/Music_to_Be_Murdered_By https://de.wikipedia.org/wiki/Music_for_18_Musicians https://de.wikipedia.org/wiki/Musicology_(Album) https://de.wikipedia.org/wiki/MusicBrainz https://de.wikipedia.org/wiki/MusicStar https://de.wikipedia.org/wiki/Musiconn_%E2%80%93_F%C3%BCr_vernetzte_Musikwissenschaft https://de.wikipedia.org/wiki/Music_Production_Center https://de.wikipedia.org/wiki/Music_for_the_Masses)"
577,18 December 1780,1780-01-18,RAABEN,5,Mr. Christoff Cassi di Bergamo f. 4. Tianni Hr. Trümpi von Glarus f. 3. Nägeli von Raperschweil. Amann Peter von Dusslingen. Melchior Herner von Aelen. Joh. Steiger von Oberglatt.,577,0246.txt,"Mr. Christoff Cassi di Bergamo, Tianni Hr, Trümpi von Glarus, Nägeli von Raperschweil, Amann Peter von Dusslingen, Melchior Herner von Aelen, Joh. Steiger von Oberglatt","Tianni  (https://de.wikipedia.org/wiki/Tianning-Tempel_(Changzhou) https://de.wikipedia.org/wiki/Tianning https://de.wikipedia.org/wiki/Tianning-Tempel https://de.wikipedia.org/wiki/Tianning_(Begriffskl%C3%A4rung) https://de.wikipedia.org/wiki/Tianjin https://de.wikipedia.org/wiki/Tianxia https://de.wikipedia.org/wiki/Tinnitus https://de.wikipedia.org/wiki/Tianqi-Konstellation https://de.wikipedia.org/wiki/Tianying-H%C3%B6henforschungsraketen https://de.wikipedia.org/wiki/Tianjin_Tianhai), Trümpi  (https://de.wikipedia.org/wiki/Tr%C3%BCmpi https://de.wikipedia.org/wiki/Trumpismus https://de.wikipedia.org/wiki/Trempieren https://de.wikipedia.org/wiki/Trumpiliner https://de.wikipedia.org/wiki/Trump_International_Hotel_and_Tower_(Chicago) https://de.wikipedia.org/wiki/Trump_International_Hotel_and_Tower_(Las_Vegas) https://de.wikipedia.org/wiki/Trimpin https://de.wikipedia.org/wiki/Trampitsch https://de.wikipedia.org/wiki/Trump_International_Hotel_and_Tower_(New_York) https://de.wikipedia.org/wiki/Tr%C3%BCmper), Nägeli  (https://de.wikipedia.org/wiki/N%C3%A4geli https://de.wikipedia.org/wiki/N%C3%A4gelinskreuz https://de.wikipedia.org/wiki/N%C3%A4geligasse_(Bern) https://de.wikipedia.org/wiki/N%C3%A4geli_(Patrizierfamilie) https://de.wikipedia.org/wiki/N%C3%A4geliberg https://de.wikipedia.org/wiki/N%C3%A4gelin https://de.wikipedia.org/wiki/N%C3%A4gelstedt https://de.wikipedia.org/wiki/N%C3%A4gelesbach https://de.wikipedia.org/wiki/N%C3%A4gelesfelsen https://de.wikipedia.org/wiki/N%C3%A4gele_(Ochsenhausen))"
578,18 December 1780,1780-01-18,LEUEN,8,Hr. Jacob Weltschi von Gränigen. Ein Französischer Recrout. 2 Landl. 2 Handw.,578,0246.txt,Hr. Jacob Weltschi von Gränigen,
579,18 December 1780,1780-01-18,ROESSLI,7,Hr. Reheiff aus Tyrol. 12 Landl.,579,0246.txt,Hr. Reheiff aus Tyrol,
580,18 December 1780,1780-01-18,SCHWANEN,6,Hr. Wepfer von Diessenhoffen. f. 3. 4 Landl.,580,0246.txt,Hr. Wepfer von Diessenhoffen,". Wepfer  (https://de.wikipedia.org/wiki/Wepfer https://de.wikipedia.org/wiki/Weppersdorf https://de.wikipedia.org/wiki/Weferlingen https://de.wikipedia.org/wiki/Weppersdorf_(Adelsdorf) https://de.wikipedia.org/wiki/Weper https://de.wikipedia.org/wiki/Weferlinger_Heimstolz https://de.wikipedia.org/wiki/Welferode_(Homberg) https://de.wikipedia.org/wiki/Weper,_Gladeberg_und_Aschenburg https://de.wikipedia.org/wiki/Weferlingsen https://de.wikipedia.org/wiki/Werfer-Brigade_1_(Wehrmacht))"
581,19 December 1780,1780-01-19,SCHWERDT,1,Mr. Hanhardt de Geneve. Haubtm. Pelletz in Preussischen Diensten. Duplessy de Strasburg. Mooser von Basel. Brutscher von Lucern. Elgas aus dem Allgau.,581,0248.txt,"Mr. Hanhardt de Geneve, Haubtm. Pelletz in Preussischen Diensten, Duplessy de Strasburg, Mooser von Basel, Brutscher von Lucern, Elgas aus dem Allgau","Mooser  (https://de.wikipedia.org/wiki/Mooser https://de.wikipedia.org/wiki/Mooser_Teiche https://de.wikipedia.org/wiki/Mooserboden https://de.wikipedia.org/wiki/Moose_River_(Maine) https://de.wikipedia.org/wiki/Moose_River_(James_Bay) https://de.wikipedia.org/wiki/Moose_River_(Passumpsic_River) https://de.wikipedia.org/wiki/Moose_River https://de.wikipedia.org/wiki/Moose https://de.wikipedia.org/wiki/Moosbrunn https://de.wikipedia.org/wiki/Moose_Blood), Brutscher  (https://de.wikipedia.org/wiki/Brutscher https://de.wikipedia.org/wiki/Bratscherwitz https://de.wikipedia.org/wiki/Brutscheidt https://de.wikipedia.org/wiki/Brutscheune https://de.wikipedia.org/wiki/Brutsche https://de.wikipedia.org/wiki/Brutschrank https://de.wikipedia.org/wiki/Bretscher-Coschignano https://de.wikipedia.org/wiki/Brunscher_Witz https://de.wikipedia.org/wiki/Bratscher https://de.wikipedia.org/wiki/Bretscher)"
582,19 December 1780,1780-01-19,STORCHEN,2,Hr. Mettich von Strasburg.,582,0248.txt,Hr. Mettich von Strasburg,. Mettich  (https://de.wikipedia.org/wiki/Mettich_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Mettich https://de.wikipedia.org/wiki/Mittich https://de.wikipedia.org/wiki/Mettnich https://de.wikipedia.org/wiki/Mettschlatt https://de.wikipedia.org/wiki/Metlichina_Ridge https://de.wikipedia.org/wiki/Mettwich)
583,19 December 1780,1780-01-19,ADLER,3,2 Landl.,583,0248.txt,,
584,19 December 1780,1780-01-19,RAABEN,5,Mr. Christoff Cassi di Bergamo f. 4. Tännj. Hr. Trümpi von Glarus f. 3. Melchior Herner von Aelen. Joh. Steiger von Oberglatt.,584,0248.txt,"Mr. Christoff Cassi di Bergamo, Tännj, Hr. Trümpi von Glarus, Melchior Herner von Aelen, Joh. Steiger von Oberglatt","Tännj (https://de.wikipedia.org/wiki/T%C3%A4nnesberg https://de.wikipedia.org/wiki/T%C3%B6nnjes_International_Group https://de.wikipedia.org/wiki/T%C3%A4nnelkr%C3%A4uter https://de.wikipedia.org/wiki/T%C3%A4nnelgew%C3%A4chse https://de.wikipedia.org/wiki/T%C3%A4nnicht_(Sohland_an_der_Spree) https://de.wikipedia.org/wiki/T%C3%A4nnichtberg https://de.wikipedia.org/wiki/T%C3%A4nnich https://de.wikipedia.org/wiki/T%C3%A4nnichtgrundbach https://de.wikipedia.org/wiki/T%C3%A4nnesried https://de.wikipedia.org/wiki/T%C3%A4nnforsen), . Trümpi  (https://de.wikipedia.org/wiki/Tr%C3%BCmpi https://de.wikipedia.org/wiki/Trumpismus https://de.wikipedia.org/wiki/Trump_International_Hotel_and_Tower_(Chicago) https://de.wikipedia.org/wiki/Trump_International_Hotel_and_Tower_(Las_Vegas) https://de.wikipedia.org/wiki/Trump_International_Hotel_and_Tower_(New_York) https://de.wikipedia.org/wiki/Die_Tr%C3%BCmpfe_des_J%C3%BCngsten_Gerichts https://de.wikipedia.org/wiki/Trempieren https://de.wikipedia.org/wiki/Trumpiliner https://de.wikipedia.org/wiki/Trump-Inseln https://de.wikipedia.org/wiki/Trump_International_Hotel_Washington,_D.C.)"
